"pfCode","yr","period","periodDesc","aggrLevel","IsLeaf","rgCode","rgDesc","rtCode","rtTitle","rt3ISO","ptCode","ptTitle","pt3ISO","ptCode2","ptTitle2","pt3ISO2","cstCode","cstDesc","motCode","motDesc","cmdCode","cmdDescE","qtCode","qtDesc","qtAltCode","qtAltDesc","TradeQuantity","AltQuantity","NetWeight","GrossWeight","TradeValue","CIFValue","FOBValue","estCode"
"H5",2019,2019,"2019",0,0,1,"Import",344,"China, Hong Kong SAR","HKG",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1485068,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",344,"China, Hong Kong SAR","HKG",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,42764884,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",348,"Hungary","HUN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,120024,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",348,"Hungary","HUN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,10322115,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",352,"Iceland","ISL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,23589,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",360,"Indonesia","IDN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,2320,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",360,"Indonesia","IDN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,12284897,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",372,"Ireland","IRL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1984055,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",372,"Ireland","IRL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,5687864,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",376,"Israel","ISR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,259000,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",376,"Israel","ISR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,NA,NA,2000,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",381,"Italy","ITA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,52114393,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",381,"Italy","ITA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,54232628,NA,NA,4
"H5",2019,2019,"2019",0,0,3,"Re-Export",381,"Italy","ITA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,253923,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",384,"C̫te d'Ivoire","CIV",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,2397,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",388,"Jamaica","JAM",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,117002,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",392,"Japan","JPN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,22430922,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",392,"Japan","JPN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,583299578,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",398,"Kazakhstan","KAZ",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1748492,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",398,"Kazakhstan","KAZ",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,58246574,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",400,"Jordan","JOR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,107387,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",404,"Kenya","KEN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,5229,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",410,"Rep. of Korea","KOR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,32595551,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",410,"Rep. of Korea","KOR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,291073437,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",414,"Kuwait","KWT",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,40775,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",414,"Kuwait","KWT",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,9542,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",417,"Kyrgyzstan","KGZ",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,16060,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",417,"Kyrgyzstan","KGZ",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,2321794,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",418,"Lao People's Dem. Rep.","LAO",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,4188,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",418,"Lao People's Dem. Rep.","LAO",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,138036,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",428,"Latvia","LVA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,2451477,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",440,"Lithuania","LTU",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,13316,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",440,"Lithuania","LTU",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,19547133,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",442,"Luxembourg","LUX",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,6624,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",442,"Luxembourg","LUX",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,105525,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",458,"Malaysia","MYS",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,139084,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",458,"Malaysia","MYS",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,27139532,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",470,"Malta","MLT",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,3897779,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",480,"Mauritius","MUS",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,3187,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",480,"Mauritius","MUS",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,8223,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",490,"Other Asia, nes",NA,496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,24483094,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",490,"Other Asia, nes",NA,496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,4949441,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",499,"Montenegro","MNE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,407,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",504,"Morocco","MAR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,266642,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",504,"Morocco","MAR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,160962,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",516,"Namibia","NAM",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,9,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",528,"Netherlands","NLD",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1081344,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",528,"Netherlands","NLD",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,45331771,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",554,"New Zealand","NZL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,91747,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",554,"New Zealand","NZL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,10289765,NA,NA,4
"H5",2019,2019,"2019",0,0,3,"Re-Export",554,"New Zealand","NZL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,244058,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",579,"Norway","NOR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,572761,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",579,"Norway","NOR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,475287,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",586,"Pakistan","PAK",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,440509,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",604,"Peru","PER",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1102,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",608,"Philippines","PHL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,16945,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",608,"Philippines","PHL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,2341871,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",616,"Poland","POL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1082019,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",616,"Poland","POL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,54459463,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",620,"Portugal","PRT",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,16638,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",620,"Portugal","PRT",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,687800,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",642,"Romania","ROU",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1369,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",642,"Romania","ROU",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,900791,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",643,"Russian Federation","RUS",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,33612697,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",643,"Russian Federation","RUS",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1734488084,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",686,"Senegal","SEN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1651,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",686,"Senegal","SEN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,53284,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",688,"Serbia","SRB",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,474,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",688,"Serbia","SRB",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,862214,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",690,"Seychelles","SYC",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,716,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",699,"India","IND",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1249814,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",699,"India","IND",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,15277499,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",702,"Singapore","SGP",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,555764,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",702,"Singapore","SGP",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,94324809,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",703,"Slovakia","SVK",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,110669,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",703,"Slovakia","SVK",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1850020,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",705,"Slovenia","SVN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,107351,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",705,"Slovenia","SVN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,15656466,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",710,"South Africa","ZAF",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,18770,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",710,"South Africa","ZAF",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1233779,NA,NA,4
"H5",2019,2019,"2019",0,0,3,"Re-Export",710,"South Africa","ZAF",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,53698,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",724,"Spain","ESP",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,490045,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",724,"Spain","ESP",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,8159630,NA,NA,4
"H5",2019,2019,"2019",0,0,3,"Re-Export",724,"Spain","ESP",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,37928,NA,NA,0
"H5",2019,2019,"2019",0,0,4,"Re-Import",724,"Spain","ESP",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,12196,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",748,"Eswatini","SWZ",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,2247,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",752,"Sweden","SWE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,348900,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",752,"Sweden","SWE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,39542780,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",757,"Switzerland","CHE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,625927866,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",757,"Switzerland","CHE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,11100023,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",764,"Thailand","THA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,NA,NA,48856230,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",764,"Thailand","THA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,NA,NA,15851180,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",784,"United Arab Emirates","ARE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,272842,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",784,"United Arab Emirates","ARE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,21584409,NA,NA,0
"H5",2019,2019,"2019",0,0,3,"Re-Export",784,"United Arab Emirates","ARE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,18849970,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",788,"Tunisia","TUN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1516,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",792,"Turkey","TUR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,594353,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",792,"Turkey","TUR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,41647780,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",807,"North Macedonia","MKD",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1789,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",807,"North Macedonia","MKD",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,31855,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",826,"United Kingdom","GBR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,10576323,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",826,"United Kingdom","GBR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,23314997,NA,NA,4
"H5",2019,2019,"2019",0,0,3,"Re-Export",826,"United Kingdom","GBR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,708948,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",842,"USA","USA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,25257502,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",842,"USA","USA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,192697508,NA,NA,4
"H5",2019,2019,"2019",0,0,3,"Re-Export",842,"USA","USA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,7098146,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",854,"Burkina Faso","BFA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,22994,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",858,"Uruguay","URY",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,5440,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",858,"Uruguay","URY",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,186796,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",860,"Uzbekistan","UZB",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,518929,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",860,"Uzbekistan","UZB",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1415753,NA,NA,4
